admission_date,gender,age,admission_count
2017-03-21,Female,21,1
2017-03-21,Female,25,1
2017-03-21,Female,28,1
2017-03-21,Female,3,1
2017-03-21,Female,30,2
2017-03-21,Female,31,1
2017-03-21,Female,33,1
2017-03-21,Female,35,1
2017-03-21,Female,40,1
2017-03-21,Female,42,1
2017-03-21,Female,44,2
2017-03-21,Female,48,1
2017-03-21,Female,49,2
2017-03-21,Female,50,1
2017-03-21,Female,51,1
2017-03-21,Female,55,1
2017-03-21,Female,56,1
2017-03-21,Female,59,1
2017-03-21,Female,60,2
2017-03-21,Female,62,1
2017-03-21,Female,63,2
2017-03-21,Female,64,1
2017-03-21,Female,65,1
2017-03-21,Female,67,3
2017-03-21,Female,68,1
2017-03-21,Female,69,2
2017-03-21,Female,70,1
2017-03-21,Female,71,1
2017-03-21,Female,73,1
2017-03-21,Female,74,1
2017-03-21,Female,75,2
2017-03-21,Female,76,1
2017-03-21,Female,79,1
2017-03-21,Female,83,1
2017-03-21,Female,94,2
2017-03-21,Male,17,1
2017-03-21,Male,19,1
2017-03-21,Male,20,1
2017-03-21,Male,21,3
2017-03-21,Male,23,4
2017-03-21,Male,25,2
2017-03-21,Male,26,2
2017-03-21,Male,29,1
2017-03-21,Male,3,1
2017-03-21,Male,32,1
2017-03-21,Male,33,1
2017-03-21,Male,34,1
2017-03-21,Male,35,2
2017-03-21,Male,37,1
2017-03-21,Male,38,1
2017-03-21,Male,39,1
2017-03-21,Male,41,1
2017-03-21,Male,44,1
2017-03-21,Male,46,1
2017-03-21,Male,48,2
2017-03-21,Male,49,1
2017-03-21,Male,5,1
2017-03-21,Male,50,1
2017-03-21,Male,52,2
2017-03-21,Male,53,1
2017-03-21,Male,56,1
2017-03-21,Male,57,1
2017-03-21,Male,58,1
2017-03-21,Male,60,3
2017-03-21,Male,61,1
2017-03-21,Male,62,1
2017-03-21,Male,65,1
2017-03-21,Male,66,1
2017-03-21,Male,67,2
2017-03-21,Male,70,1
2017-03-21,Male,75,1
2017-03-21,Male,76,1
2017-03-21,Male,77,2
2017-03-21,Male,78,1
2017-03-21,Male,79,1
2017-03-21,Male,80,1
2017-03-21,Male,82,1
2017-03-21,Male,85,1
2017-03-21,Male,9,1
2017-03-22,Female,16,1
2017-03-22,Female,2,1
2017-03-22,Female,22,2
2017-03-22,Female,25,1
2017-03-22,Female,26,1
2017-03-22,Female,27,1
2017-03-22,Female,28,1
2017-03-22,Female,29,2
2017-03-22,Female,3,2
2017-03-22,Female,30,1
2017-03-22,Female,31,2
2017-03-22,Female,33,1
2017-03-22,Female,36,3
2017-03-22,Female,39,1
2017-03-22,Female,40,1
2017-03-22,Female,44,1
2017-03-22,Female,47,1
2017-03-22,Female,48,1
2017-03-22,Female,50,3
2017-03-22,Female,52,2
2017-03-22,Female,53,1
2017-03-22,Female,54,1
2017-03-22,Female,59,1
2017-03-22,Female,60,1
2017-03-22,Female,61,1
2017-03-22,Female,63,1
2017-03-22,Female,66,1
2017-03-22,Female,69,1
2017-03-22,Female,70,2
2017-03-22,Female,72,1
2017-03-22,Female,75,1
2017-03-22,Female,76,1
2017-03-22,Female,79,2
2017-03-22,Female,80,1
2017-03-22,Female,83,1
2017-03-22,Female,86,1
2017-03-22,Female,91,1
2017-03-22,Male,11,1
2017-03-22,Male,12,1
2017-03-22,Male,13,1
2017-03-22,Male,15,1
2017-03-22,Male,17,1
2017-03-22,Male,18,2
2017-03-22,Male,19,1
2017-03-22,Male,23,1
2017-03-22,Male,24,2
2017-03-22,Male,25,3
2017-03-22,Male,27,1
2017-03-22,Male,28,3
2017-03-22,Male,29,3
2017-03-22,Male,30,1
2017-03-22,Male,32,3
2017-03-22,Male,34,2
2017-03-22,Male,35,1
2017-03-22,Male,36,1
2017-03-22,Male,38,2
2017-03-22,Male,39,1
2017-03-22,Male,40,1
2017-03-22,Male,46,1
2017-03-22,Male,47,1
2017-03-22,Male,50,1
2017-03-22,Male,56,3
2017-03-22,Male,58,1
2017-03-22,Male,60,1
2017-03-22,Male,62,3
2017-03-22,Male,63,2
2017-03-22,Male,68,1
2017-03-22,Male,7,1
2017-03-22,Male,71,1
2017-03-22,Male,73,2
2017-03-22,Male,75,1
2017-03-22,Male,78,2
2017-03-22,Male,80,1
2017-03-22,Male,81,1
2017-03-22,Male,84,1
2017-03-22,Male,88,1
2017-03-22,Male,89,1
2017-03-23,Female,16,1
2017-03-23,Female,2,1
2017-03-23,Female,20,1
2017-03-23,Female,23,2
2017-03-23,Female,24,1
2017-03-23,Female,25,1
2017-03-23,Female,29,1
2017-03-23,Female,30,1
2017-03-23,Female,34,1
2017-03-23,Female,37,1
2017-03-23,Female,39,1
2017-03-23,Female,4,1
2017-03-23,Female,40,1
2017-03-23,Female,41,2
2017-03-23,Female,44,1
2017-03-23,Female,45,2
2017-03-23,Female,46,1
2017-03-23,Female,47,1
2017-03-23,Female,57,1
2017-03-23,Female,59,1
2017-03-23,Female,6,1
2017-03-23,Female,61,2
2017-03-23,Female,63,1
2017-03-23,Female,65,1
2017-03-23,Female,66,1
2017-03-23,Female,67,1
2017-03-23,Female,68,2
2017-03-23,Female,73,1
2017-03-23,Female,74,1
2017-03-23,Female,75,1
2017-03-23,Female,78,1
2017-03-23,Female,79,1
2017-03-23,Female,8,1
2017-03-23,Female,80,1
2017-03-23,Female,89,1
2017-03-23,Male,1,1
2017-03-23,Male,10,1
2017-03-23,Male,16,1
2017-03-23,Male,17,3
2017-03-23,Male,21,2
2017-03-23,Male,22,2
2017-03-23,Male,23,3
2017-03-23,Male,25,1
2017-03-23,Male,27,1
2017-03-23,Male,28,1
2017-03-23,Male,29,1
2017-03-23,Male,34,1
2017-03-23,Male,35,2
2017-03-23,Male,39,1
2017-03-23,Male,41,1
2017-03-23,Male,42,2
2017-03-23,Male,48,1
2017-03-23,Male,49,2
2017-03-23,Male,5,1
2017-03-23,Male,50,1
2017-03-23,Male,51,1
2017-03-23,Male,52,1
2017-03-23,Male,53,1
2017-03-23,Male,55,2
2017-03-23,Male,56,1
2017-03-23,Male,57,2
2017-03-23,Male,58,1
2017-03-23,Male,60,2
2017-03-23,Male,61,1
2017-03-23,Male,63,1
2017-03-23,Male,65,1
2017-03-23,Male,66,4
2017-03-23,Male,67,1
2017-03-23,Male,69,1
2017-03-23,Male,7,1
2017-03-23,Male,70,1
2017-03-23,Male,72,2
2017-03-23,Male,73,1
2017-03-23,Male,74,1
2017-03-23,Male,78,1
2017-03-23,Male,82,1
2017-03-23,Male,84,1
2017-03-23,Male,86,1
2017-03-23,Male,87,1
2017-03-23,Male,88,2
2017-03-23,Male,90,1
2017-03-23,Male,93,2
2017-03-24,Female,17,1
2017-03-24,Female,22,2
2017-03-24,Female,23,1
2017-03-24,Female,26,1
2017-03-24,Female,27,1
2017-03-24,Female,29,1
2017-03-24,Female,30,2
2017-03-24,Female,31,1
2017-03-24,Female,34,2
2017-03-24,Female,4,1
2017-03-24,Female,40,2
2017-03-24,Female,42,2
2017-03-24,Female,44,2
2017-03-24,Female,48,1
2017-03-24,Female,49,1
2017-03-24,Female,51,1
2017-03-24,Female,52,2
2017-03-24,Female,54,1
2017-03-24,Female,58,1
2017-03-24,Female,60,1
2017-03-24,Female,63,1
2017-03-24,Female,66,1
2017-03-24,Female,68,1
2017-03-24,Female,69,2
2017-03-24,Female,71,3
2017-03-24,Female,73,1
2017-03-24,Female,75,1
2017-03-24,Female,79,1
2017-03-24,Female,9,1
2017-03-24,Female,90,1
2017-03-24,Male,11,1
2017-03-24,Male,16,1
2017-03-24,Male,21,3
2017-03-24,Male,22,1
2017-03-24,Male,23,1
2017-03-24,Male,25,2
2017-03-24,Male,27,1
2017-03-24,Male,30,1
2017-03-24,Male,31,3
2017-03-24,Male,34,2
2017-03-24,Male,36,1
2017-03-24,Male,38,3
2017-03-24,Male,39,1
2017-03-24,Male,41,1
2017-03-24,Male,42,1
2017-03-24,Male,43,1
2017-03-24,Male,45,2
2017-03-24,Male,46,1
2017-03-24,Male,47,1
2017-03-24,Male,50,1
2017-03-24,Male,51,1
2017-03-24,Male,52,1
2017-03-24,Male,53,1
2017-03-24,Male,55,1
2017-03-24,Male,56,1
2017-03-24,Male,57,2
2017-03-24,Male,6,1
2017-03-24,Male,61,1
2017-03-24,Male,62,1
2017-03-24,Male,65,1
2017-03-24,Male,66,1
2017-03-24,Male,67,2
2017-03-24,Male,69,1
2017-03-24,Male,7,1
2017-03-24,Male,70,2
2017-03-24,Male,73,2
2017-03-24,Male,75,2
2017-03-24,Male,76,1
2017-03-24,Male,80,1
2017-03-24,Male,81,1
2017-03-24,Male,82,1
2017-03-24,Male,86,1
2017-03-24,Male,89,1
2017-03-24,Male,90,1
2017-03-25,Female,16,1
2017-03-25,Female,22,1
2017-03-25,Female,3,1
2017-03-25,Female,31,1
2017-03-25,Female,32,2
2017-03-25,Female,33,2
2017-03-25,Female,34,2
2017-03-25,Female,36,1
2017-03-25,Female,4,1
2017-03-25,Female,40,1
2017-03-25,Female,41,1
2017-03-25,Female,44,1
2017-03-25,Female,46,1
2017-03-25,Female,47,2
2017-03-25,Female,5,3
2017-03-25,Female,50,1
2017-03-25,Female,51,3
2017-03-25,Female,52,1
2017-03-25,Female,53,1
2017-03-25,Female,54,1
2017-03-25,Female,57,1
2017-03-25,Female,58,1
2017-03-25,Female,66,1
2017-03-25,Female,72,1
2017-03-25,Female,74,1
2017-03-25,Female,75,1
2017-03-25,Female,77,1
2017-03-25,Female,78,1
2017-03-25,Female,82,2
2017-03-25,Female,87,1
2017-03-25,Female,91,1
2017-03-25,Female,97,1
2017-03-25,Male,13,1
2017-03-25,Male,2,1
2017-03-25,Male,20,1
2017-03-25,Male,21,1
2017-03-25,Male,22,2
2017-03-25,Male,23,1
2017-03-25,Male,25,2
2017-03-25,Male,26,1
2017-03-25,Male,27,2
2017-03-25,Male,28,1
2017-03-25,Male,31,1
2017-03-25,Male,32,2
2017-03-25,Male,33,1
2017-03-25,Male,34,1
2017-03-25,Male,35,2
2017-03-25,Male,38,2
2017-03-25,Male,39,1
2017-03-25,Male,40,2
2017-03-25,Male,41,2
2017-03-25,Male,42,1
2017-03-25,Male,45,2
2017-03-25,Male,46,2
2017-03-25,Male,47,1
2017-03-25,Male,48,1
2017-03-25,Male,51,2
2017-03-25,Male,52,2
2017-03-25,Male,53,2
2017-03-25,Male,54,1
2017-03-25,Male,55,2
2017-03-25,Male,59,1
2017-03-25,Male,6,2
2017-03-25,Male,61,2
2017-03-25,Male,62,1
2017-03-25,Male,65,1
2017-03-25,Male,66,1
2017-03-25,Male,67,2
2017-03-25,Male,71,1
2017-03-25,Male,73,3
2017-03-25,Male,74,2
2017-03-25,Male,76,2
2017-03-25,Male,77,1
2017-03-25,Male,78,3
2017-03-25,Male,80,1
2017-03-25,Male,81,1
2017-03-25,Male,83,1
2017-03-25,Male,85,1
2017-03-25,Male,86,1
2017-03-25,Male,90,1
2017-03-26,Female,19,1
2017-03-26,Female,20,1
2017-03-26,Female,22,2
2017-03-26,Female,24,2
2017-03-26,Female,28,1
2017-03-26,Female,29,1
2017-03-26,Female,30,2
2017-03-26,Female,34,1
2017-03-26,Female,35,1
2017-03-26,Female,36,1
2017-03-26,Female,37,1
2017-03-26,Female,38,1
2017-03-26,Female,43,2
2017-03-26,Female,44,1
2017-03-26,Female,45,3
2017-03-26,Female,46,1
2017-03-26,Female,47,1
2017-03-26,Female,48,2
2017-03-26,Female,51,1
2017-03-26,Female,53,4
2017-03-26,Female,54,1
2017-03-26,Female,56,1
2017-03-26,Female,58,1
2017-03-26,Female,60,1
2017-03-26,Female,61,1
2017-03-26,Female,62,2
2017-03-26,Female,64,2
2017-03-26,Female,65,1
2017-03-26,Female,74,1
2017-03-26,Female,79,1
2017-03-26,Female,83,1
2017-03-26,Female,85,1
2017-03-26,Female,86,1
2017-03-26,Male,16,1
2017-03-26,Male,19,1
2017-03-26,Male,2,2
2017-03-26,Male,20,1
2017-03-26,Male,21,2
2017-03-26,Male,22,1
2017-03-26,Male,23,1
2017-03-26,Male,24,1
2017-03-26,Male,25,1
2017-03-26,Male,27,1
2017-03-26,Male,28,1
2017-03-26,Male,29,1
2017-03-26,Male,3,2
2017-03-26,Male,30,1
2017-03-26,Male,31,2
2017-03-26,Male,32,2
2017-03-26,Male,37,2
2017-03-26,Male,38,1
2017-03-26,Male,39,1
2017-03-26,Male,40,1
2017-03-26,Male,42,2
2017-03-26,Male,43,1
2017-03-26,Male,46,1
2017-03-26,Male,47,2
2017-03-26,Male,48,2
2017-03-26,Male,49,1
2017-03-26,Male,53,2
2017-03-26,Male,54,4
2017-03-26,Male,56,2
2017-03-26,Male,58,1
2017-03-26,Male,59,2
2017-03-26,Male,60,2
2017-03-26,Male,61,1
2017-03-26,Male,62,1
2017-03-26,Male,64,1
2017-03-26,Male,65,1
2017-03-26,Male,66,1
2017-03-26,Male,70,1
2017-03-26,Male,71,2
2017-03-26,Male,74,1
2017-03-26,Male,75,1
2017-03-26,Male,76,1
2017-03-26,Male,79,1
2017-03-26,Male,81,1
2017-03-26,Male,83,1
2017-03-26,Male,85,1
2017-03-26,Male,86,1
2017-03-26,Male,92,1
2017-03-27,Female,0,1
2017-03-27,Female,1,1
2017-03-27,Female,13,1
2017-03-27,Female,16,1
2017-03-27,Female,21,1
2017-03-27,Female,23,2
2017-03-27,Female,24,2
2017-03-27,Female,25,1
2017-03-27,Female,27,2
2017-03-27,Female,29,1
2017-03-27,Female,30,3
2017-03-27,Female,31,2
2017-03-27,Female,35,2
2017-03-27,Female,36,2
2017-03-27,Female,37,1
2017-03-27,Female,42,1
2017-03-27,Female,44,1
2017-03-27,Female,46,1
2017-03-27,Female,47,1
2017-03-27,Female,48,1
2017-03-27,Female,52,2
2017-03-27,Female,53,1
2017-03-27,Female,56,1
2017-03-27,Female,57,1
2017-03-27,Female,58,1
2017-03-27,Female,59,2
2017-03-27,Female,61,1
2017-03-27,Female,62,2
2017-03-27,Female,63,1
2017-03-27,Female,65,2
2017-03-27,Female,72,2
2017-03-27,Female,73,1
2017-03-27,Female,81,2
2017-03-27,Female,84,1
2017-03-27,Male,11,1
2017-03-27,Male,16,1
2017-03-27,Male,18,1
2017-03-27,Male,19,1
2017-03-27,Male,2,2
2017-03-27,Male,20,5
2017-03-27,Male,23,2
2017-03-27,Male,25,3
2017-03-27,Male,26,3
2017-03-27,Male,27,2
2017-03-27,Male,28,1
2017-03-27,Male,29,2
2017-03-27,Male,3,1
2017-03-27,Male,31,2
2017-03-27,Male,32,4
2017-03-27,Male,33,1
2017-03-27,Male,34,1
2017-03-27,Male,35,3
2017-03-27,Male,37,2
2017-03-27,Male,38,3
2017-03-27,Male,39,2
2017-03-27,Male,4,1
2017-03-27,Male,40,3
2017-03-27,Male,42,1
2017-03-27,Male,44,1
2017-03-27,Male,45,1
2017-03-27,Male,46,1
2017-03-27,Male,48,1
2017-03-27,Male,49,1
2017-03-27,Male,5,1
2017-03-27,Male,50,1
2017-03-27,Male,57,1
2017-03-27,Male,58,1
2017-03-27,Male,60,2
2017-03-27,Male,61,1
2017-03-27,Male,63,1
2017-03-27,Male,64,2
2017-03-27,Male,65,2
2017-03-27,Male,68,1
2017-03-27,Male,69,1
2017-03-27,Male,7,1
2017-03-27,Male,74,2
2017-03-27,Male,75,1
2017-03-27,Male,77,1
2017-03-27,Male,78,2
2017-03-27,Male,79,1
2017-03-27,Male,80,1
2017-03-27,Male,81,1
2017-03-27,Male,82,1
2017-03-27,Male,83,1
2017-03-27,Male,84,1
2017-03-27,Male,85,1
2017-03-27,Male,91,1
2017-03-27,Male,92,1
2017-03-28,Female,11,1
2017-03-28,Female,15,1
2017-03-28,Female,16,1
2017-03-28,Female,2,1
2017-03-28,Female,20,2
2017-03-28,Female,24,1
2017-03-28,Female,25,1
2017-03-28,Female,30,2
2017-03-28,Female,31,2
2017-03-28,Female,33,1
2017-03-28,Female,38,1
2017-03-28,Female,41,1
2017-03-28,Female,49,1
2017-03-28,Female,56,1
2017-03-28,Female,60,2
2017-03-28,Female,62,2
2017-03-28,Female,63,2
2017-03-28,Female,64,1
2017-03-28,Female,70,1
2017-03-28,Female,71,1
2017-03-28,Female,73,1
2017-03-28,Female,74,1
2017-03-28,Female,75,1
2017-03-28,Male,1,1
2017-03-28,Male,13,1
2017-03-28,Male,17,3
2017-03-28,Male,18,1
2017-03-28,Male,19,1
2017-03-28,Male,22,1
2017-03-28,Male,24,1
2017-03-28,Male,25,1
2017-03-28,Male,26,1
2017-03-28,Male,29,1
2017-03-28,Male,30,2
2017-03-28,Male,32,3
2017-03-28,Male,36,2
2017-03-28,Male,37,2
2017-03-28,Male,39,2
2017-03-28,Male,4,1
2017-03-28,Male,5,1
2017-03-28,Male,52,3
2017-03-28,Male,53,2
2017-03-28,Male,54,2
2017-03-28,Male,55,2
2017-03-28,Male,57,1
2017-03-28,Male,58,1
2017-03-28,Male,6,1
2017-03-28,Male,62,2
2017-03-28,Male,65,1
2017-03-28,Male,66,1
2017-03-28,Male,68,1
2017-03-28,Male,69,1
2017-03-28,Male,70,1
2017-03-28,Male,72,1
2017-03-28,Male,73,1
2017-03-28,Male,74,1
2017-03-28,Male,75,1
2017-03-28,Male,76,1
2017-03-28,Male,78,1
2017-03-28,Male,79,1
2017-03-28,Male,83,1
2017-03-28,Male,84,1
2017-03-29,Female,15,1
2017-03-29,Female,20,2
2017-03-29,Female,22,1
2017-03-29,Female,24,1
2017-03-29,Female,27,1
2017-03-29,Female,29,1
2017-03-29,Female,3,1
2017-03-29,Female,30,1
2017-03-29,Female,31,1
2017-03-29,Female,32,1
2017-03-29,Female,36,1
2017-03-29,Female,39,1
2017-03-29,Female,40,1
2017-03-29,Female,48,1
2017-03-29,Female,50,2
2017-03-29,Female,51,1
2017-03-29,Female,52,1
2017-03-29,Female,55,2
2017-03-29,Female,59,2
2017-03-29,Female,61,2
2017-03-29,Female,63,1
2017-03-29,Female,64,2
2017-03-29,Female,67,1
2017-03-29,Female,68,1
2017-03-29,Female,73,1
2017-03-29,Female,75,1
2017-03-29,Female,83,1
2017-03-29,Female,85,1
2017-03-29,Male,16,1
2017-03-29,Male,17,1
2017-03-29,Male,18,1
2017-03-29,Male,19,3
2017-03-29,Male,2,1
2017-03-29,Male,20,1
2017-03-29,Male,23,1
2017-03-29,Male,25,2
2017-03-29,Male,26,3
2017-03-29,Male,28,2
2017-03-29,Male,29,1
2017-03-29,Male,30,2
2017-03-29,Male,31,1
2017-03-29,Male,34,4
2017-03-29,Male,35,2
2017-03-29,Male,36,1
2017-03-29,Male,37,3
2017-03-29,Male,38,1
2017-03-29,Male,39,2
2017-03-29,Male,40,2
2017-03-29,Male,41,1
2017-03-29,Male,44,2
2017-03-29,Male,45,3
2017-03-29,Male,49,1
2017-03-29,Male,50,1
2017-03-29,Male,51,1
2017-03-29,Male,53,1
2017-03-29,Male,54,1
2017-03-29,Male,55,1
2017-03-29,Male,56,1
2017-03-29,Male,57,1
2017-03-29,Male,63,1
2017-03-29,Male,65,1
2017-03-29,Male,68,2
2017-03-29,Male,69,2
2017-03-29,Male,70,1
2017-03-29,Male,72,2
2017-03-29,Male,73,2
2017-03-29,Male,74,1
2017-03-29,Male,75,1
2017-03-29,Male,76,1
2017-03-29,Male,79,1
2017-03-29,Male,80,1
2017-03-29,Male,81,1
2017-03-29,Male,82,1
2017-03-29,Male,85,2
2017-03-29,Male,91,1
2017-03-30,Female,13,1
2017-03-30,Female,19,2
2017-03-30,Female,21,1
2017-03-30,Female,22,1
2017-03-30,Female,25,2
2017-03-30,Female,26,2
2017-03-30,Female,3,1
2017-03-30,Female,30,1
2017-03-30,Female,37,1
2017-03-30,Female,4,2
2017-03-30,Female,40,1
2017-03-30,Female,41,1
2017-03-30,Female,43,1
2017-03-30,Female,45,1
2017-03-30,Female,46,1
2017-03-30,Female,49,2
2017-03-30,Female,50,1
2017-03-30,Female,55,1
2017-03-30,Female,56,2
2017-03-30,Female,57,1
2017-03-30,Female,63,1
2017-03-30,Female,66,1
2017-03-30,Female,70,1
2017-03-30,Female,71,2
2017-03-30,Female,73,1
2017-03-30,Female,75,2
2017-03-30,Female,79,2
2017-03-30,Female,8,1
2017-03-30,Female,81,2
2017-03-30,Female,89,1
2017-03-30,Female,97,1
2017-03-30,Male,15,1
2017-03-30,Male,16,2
2017-03-30,Male,19,3
2017-03-30,Male,20,1
2017-03-30,Male,22,2
2017-03-30,Male,24,1
2017-03-30,Male,25,3
2017-03-30,Male,26,1
2017-03-30,Male,27,4
2017-03-30,Male,28,1
2017-03-30,Male,30,3
2017-03-30,Male,31,2
2017-03-30,Male,32,1
2017-03-30,Male,33,3
2017-03-30,Male,34,2
2017-03-30,Male,36,2
2017-03-30,Male,37,1
2017-03-30,Male,4,2
2017-03-30,Male,41,1
2017-03-30,Male,43,1
2017-03-30,Male,44,1
2017-03-30,Male,45,1
2017-03-30,Male,46,1
2017-03-30,Male,47,1
2017-03-30,Male,48,1
2017-03-30,Male,49,1
2017-03-30,Male,5,1
2017-03-30,Male,50,1
2017-03-30,Male,52,2
2017-03-30,Male,53,2
2017-03-30,Male,54,3
2017-03-30,Male,55,1
2017-03-30,Male,56,1
2017-03-30,Male,57,2
2017-03-30,Male,58,2
2017-03-30,Male,59,1
2017-03-30,Male,62,1
2017-03-30,Male,64,2
2017-03-30,Male,66,2
2017-03-30,Male,67,3
2017-03-30,Male,69,1
2017-03-30,Male,70,1
2017-03-30,Male,71,1
2017-03-30,Male,72,1
2017-03-30,Male,73,1
2017-03-30,Male,75,2
2017-03-30,Male,77,1
2017-03-30,Male,78,1
2017-03-30,Male,80,1
2017-03-30,Male,81,1
2017-03-30,Male,82,1
2017-03-30,Male,83,1
2017-03-30,Male,94,1
2017-03-31,Female,1,1
2017-03-31,Female,10,1
2017-03-31,Female,17,1
2017-03-31,Female,23,1
2017-03-31,Female,24,1
2017-03-31,Female,26,2
2017-03-31,Female,27,1
2017-03-31,Female,29,1
2017-03-31,Female,30,3
2017-03-31,Female,32,2
2017-03-31,Female,36,1
2017-03-31,Female,37,1
2017-03-31,Female,40,2
2017-03-31,Female,44,1
2017-03-31,Female,47,1
2017-03-31,Female,49,2
2017-03-31,Female,5,1
2017-03-31,Female,51,2
2017-03-31,Female,52,1
2017-03-31,Female,53,2
2017-03-31,Female,55,1
2017-03-31,Female,60,1
2017-03-31,Female,63,1
2017-03-31,Female,68,3
2017-03-31,Female,70,1
2017-03-31,Female,72,1
2017-03-31,Female,73,1
2017-03-31,Female,8,1
2017-03-31,Female,81,1
2017-03-31,Female,83,2
2017-03-31,Female,9,1
2017-03-31,Female,97,1
2017-03-31,Male,1,1
2017-03-31,Male,10,1
2017-03-31,Male,11,2
2017-03-31,Male,13,1
2017-03-31,Male,16,2
2017-03-31,Male,18,1
2017-03-31,Male,20,2
2017-03-31,Male,21,1
2017-03-31,Male,22,2
2017-03-31,Male,23,1
2017-03-31,Male,26,2
2017-03-31,Male,27,1
2017-03-31,Male,29,2
2017-03-31,Male,30,1
2017-03-31,Male,35,1
2017-03-31,Male,36,2
2017-03-31,Male,39,1
2017-03-31,Male,45,1
2017-03-31,Male,5,2
2017-03-31,Male,50,1
2017-03-31,Male,53,3
2017-03-31,Male,54,2
2017-03-31,Male,55,1
2017-03-31,Male,56,1
2017-03-31,Male,57,2
2017-03-31,Male,61,2
2017-03-31,Male,62,1
2017-03-31,Male,64,1
2017-03-31,Male,65,3
2017-03-31,Male,67,2
2017-03-31,Male,68,1
2017-03-31,Male,71,1
2017-03-31,Male,72,2
2017-03-31,Male,73,2
2017-03-31,Male,74,1
2017-03-31,Male,75,1
2017-03-31,Male,76,1
2017-03-31,Male,79,1
2017-03-31,Male,8,1
2017-03-31,Male,80,2
2017-03-31,Male,81,1
2017-03-31,Male,84,1
2017-03-31,Male,86,2
2017-03-31,Male,88,1
2017-04-01,Female,18,1
2017-04-01,Female,19,1
2017-04-01,Female,2,1
2017-04-01,Female,21,1
2017-04-01,Female,26,1
2017-04-01,Female,27,2
2017-04-01,Female,28,1
2017-04-01,Female,3,2
2017-04-01,Female,30,2
2017-04-01,Female,31,1
2017-04-01,Female,32,1
2017-04-01,Female,34,1
2017-04-01,Female,36,2
2017-04-01,Female,37,2
2017-04-01,Female,38,1
2017-04-01,Female,45,2
2017-04-01,Female,46,1
2017-04-01,Female,55,1
2017-04-01,Female,57,1
2017-04-01,Female,58,1
2017-04-01,Female,62,1
2017-04-01,Female,63,1
2017-04-01,Female,65,3
2017-04-01,Female,67,1
2017-04-01,Female,75,1
2017-04-01,Female,8,1
2017-04-01,Female,82,1
2017-04-01,Female,83,1
2017-04-01,Female,85,1
2017-04-01,Female,86,1
2017-04-01,Female,94,1
2017-04-01,Male,13,1
2017-04-01,Male,14,3
2017-04-01,Male,16,1
2017-04-01,Male,18,1
2017-04-01,Male,2,3
2017-04-01,Male,20,2
2017-04-01,Male,21,3
2017-04-01,Male,23,1
2017-04-01,Male,24,1
2017-04-01,Male,25,1
2017-04-01,Male,26,1
2017-04-01,Male,27,1
2017-04-01,Male,30,2
2017-04-01,Male,31,1
2017-04-01,Male,32,2
2017-04-01,Male,34,1
2017-04-01,Male,35,1
2017-04-01,Male,36,1
2017-04-01,Male,37,4
2017-04-01,Male,38,2
2017-04-01,Male,4,1
2017-04-01,Male,41,1
2017-04-01,Male,43,1
2017-04-01,Male,44,4
2017-04-01,Male,46,2
2017-04-01,Male,47,1
2017-04-01,Male,48,1
2017-04-01,Male,5,1
2017-04-01,Male,50,1
2017-04-01,Male,52,1
2017-04-01,Male,54,3
2017-04-01,Male,55,1
2017-04-01,Male,57,2
2017-04-01,Male,58,1
2017-04-01,Male,59,1
2017-04-01,Male,61,3
2017-04-01,Male,62,1
2017-04-01,Male,64,1
2017-04-01,Male,65,1
2017-04-01,Male,67,1
2017-04-01,Male,68,2
2017-04-01,Male,69,1
2017-04-01,Male,70,1
2017-04-01,Male,74,1
2017-04-01,Male,76,2
2017-04-01,Male,79,1
2017-04-01,Male,80,1
2017-04-01,Male,81,1
2017-04-01,Male,83,1
2017-04-01,Male,84,1
2017-04-01,Male,85,2
2017-04-01,Male,88,1
2017-04-01,Male,89,1
2017-04-02,Female,18,1
2017-04-02,Female,2,1
2017-04-02,Female,20,2
2017-04-02,Female,21,1
2017-04-02,Female,26,1
2017-04-02,Female,30,2
2017-04-02,Female,31,1
2017-04-02,Female,34,2
2017-04-02,Female,35,1
2017-04-02,Female,38,1
2017-04-02,Female,39,1
2017-04-02,Female,4,1
2017-04-02,Female,42,1
2017-04-02,Female,43,2
2017-04-02,Female,45,1
2017-04-02,Female,46,2
2017-04-02,Female,47,2
2017-04-02,Female,48,1
2017-04-02,Female,51,1
2017-04-02,Female,52,1
2017-04-02,Female,54,1
2017-04-02,Female,55,1
2017-04-02,Female,59,2
2017-04-02,Female,63,1
2017-04-02,Female,69,1
2017-04-02,Female,74,1
2017-04-02,Female,76,1
2017-04-02,Female,77,1
2017-04-02,Female,78,1
2017-04-02,Female,8,1
2017-04-02,Female,87,1
2017-04-02,Female,9,1
2017-04-02,Male,1,1
2017-04-02,Male,10,2
2017-04-02,Male,11,1
2017-04-02,Male,13,1
2017-04-02,Male,14,1
2017-04-02,Male,16,1
2017-04-02,Male,18,4
2017-04-02,Male,19,3
2017-04-02,Male,2,1
2017-04-02,Male,20,3
2017-04-02,Male,21,1
2017-04-02,Male,22,5
2017-04-02,Male,25,1
2017-04-02,Male,26,1
2017-04-02,Male,29,3
2017-04-02,Male,30,2
2017-04-02,Male,32,1
2017-04-02,Male,34,2
2017-04-02,Male,35,2
2017-04-02,Male,36,1
2017-04-02,Male,37,3
2017-04-02,Male,38,1
2017-04-02,Male,40,2
2017-04-02,Male,42,1
